TIME;TIME(s);LAT;LON;H;RHO;THETA;MODE 3/A;FL;TA;TI;BP;RA;TTA;GS;TAR;TAS;HDG;IAS;BAR;IVV;TN;HEADING;STAT_230
03:43:24:148;13404;41,53488172;2,37818934;4427,17614578921;18,933594;41,500854;7621;145,25;ACC9D0;FDX6272;1013,2;N/A;N/A;N/A;N/A;N/A;-160,664062;319;-2592;-2752;3606;195,672;No alert, no SPI, aircraft airbone;
03:43:25:938;13406;41,19146044;2,04072976;571,508792049252;7,121094;202,983398;0614;18,75;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;17,929688;166;-224;-256;863;18,9569;No alert, no SPI, aircraft airbone;
03:43:28:156;13408;41,52715127;2,37524744;4373,8342899438;18,5;42,154541;7621;143,5;ACC9D0;FDX6272;1013,2;N/A;N/A;N/A;N/A;N/A;-160,488281;319;-2464;-2720;3606;195,6116;No alert, no SPI, aircraft airbone;
03:43:29:945;13410;41,19444505;2,04200429;556,268248299137;6,933594;203,120728;0614;18,25;34664E;BCS8030;1016,9;0,352;19,160;172;0;170;17,929688;164;-672;-608;863;19,0668;No alert, no SPI, aircraft airbone;
03:43:32:164;13412;41,51951970;2,37233845;4320,49257165566;18,074219;42,8302;7621;141,75;ACC9D0;FDX6272;1013,2;0;-164,355;430;0;394;-160,3125;319;-2720;-2720;3606;195,65;No alert, no SPI, aircraft airbone;
03:43:33:945;13414;41,19746309;2,04339709;541,027732763439;6,742188;203,230591;0614;17,75;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;17,929688;164;-704;-864;863;19,1766;No alert, no SPI, aircraft airbone;
03:43:36:172;13416;41,51187074;2,36951304;4259,53089119773;17,652344;43,549805;7621;139,75;ACC9D0;FDX6272;1013,2;N/A;N/A;N/A;N/A;N/A;-160,3125;319;-2784;-2720;3606;195,5566;No alert, no SPI, aircraft airbone;
03:43:37:945;13418;41,20041534;2,04478521;533,407248371281;6,554688;203,334961;0614;17,5;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;17,753906;164;-640;-960;863;19,2865;No alert, no SPI, aircraft airbone;
03:43:40:180;13420;41,50427374;2,36663231;4206,18938843254;17,234375;44,291382;7621;138;ACC9D0;FDX6272;1013,2;N/A;N/A;N/A;N/A;N/A;-160,3125;318;-2592;-2752;3606;195,5951;No alert, no SPI, aircraft airbone;
03:43:41:945;13422;41,20336615;2,04615974;510,546777495183;6,367188;203,450317;0614;16,75;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;17,578125;164;-864;-960;863;19,0778;No alert, no SPI, aircraft airbone;
03:43:44:188;13424;41,49664437;2,36382266;4152,84792737197;16,820312;45,082397;7621;136,25;ACC9D0;FDX6272;1013,2;N/A;N/A;N/A;N/A;N/A;-160,3125;317;-2784;-2720;3606;195,6665;No alert, no SPI, aircraft airbone;
03:43:45:953;13426;41,20626708;2,04748099;495,306324952282;6,183594;203,582153;0614;16,25;34664E;BCS8030;1016,9;0,176;19,160;168;-0,031;168;17,578125;163;-544;-864;863;19,1876;No alert, no SPI, aircraft airbone;
03:43:48:203;13428;41,48904571;2,36099143;4099,50660711713;16,410156;45,906372;7621;134,5;ACC9D0;FDX6272;1013,2;-0,176;-164,355;424;0;388;-160,3125;317;-2816;-2752;3606;195,6995;No alert, no SPI, aircraft airbone;
03:43:49:953;13430;41,20915258;2,04884147;472,44589681644;6;203,703003;0614;15,5;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;17,578125;162;-896;-896;863;19,303;No alert, no SPI, aircraft airbone;
03:43:52:211;13432;41,48148947;2,35813632;4038,54543229751;16,003906;46,763306;7621;132,5;ACC9D0;FDX6272;1013,2;N/A;N/A;N/A;N/A;N/A;-160,3125;317;-2976;-2752;3606;195,6061;No alert, no SPI, aircraft airbone;
03:43:53:953;13434;41,21210306;2,05023179;457,205474023707;5,8125;203,834839;0614;15;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;17,226562;161;-1056;-896;863;19,0887;No alert, no SPI, aircraft airbone;
03:43:56:227;13436;41,47395717;2,35535884;3985,20432005357;15,605469;47,669678;7621;130,75;ACC9D0;FDX6272;1013,2;N/A;N/A;N/A;N/A;N/A;-160,488281;316;-2816;-2752;3606;195,683;No alert, no SPI, aircraft airbone;
03:43:57:961;13438;41,21494476;2,05151395;434,345073087141;5,632812;203,994141;0614;14,25;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;17,226562;159;-960;-832;863;19,2041;No alert, no SPI, aircraft airbone;
03:44:00:234;13440;41,46643515;2,35256479;3931,86333258729;15,210938;48,619995;7621;129;ACC9D0;FDX6272;1013,2;N/A;N/A;N/A;N/A;N/A;-160,488281;315;-2560;-2752;3606;195,7159;No alert, no SPI, aircraft airbone;
03:44:01:969;13442;41,21783884;2,05286404;419,104685937054;5,449219;204,147949;0614;13,75;34664E;BCS8030;1016,9;0,176;18,984;164;0;162;17,402344;158;-896;-864;863;18,9899;No alert, no SPI, aircraft airbone;
03:44:04:250;13444;41,45893667;2,34974837;3870,90247807279;14,820312;49,614258;7621;127;ACC9D0;FDX6272;1013,2;0;-164,355;420;0,031;378;-160,664062;313;-2720;-2752;3606;195,7544;No alert, no SPI, aircraft airbone;
03:44:05:969;13446;41,22068123;2,05415832;403,864315780811;5,269531;204,32373;0614;13,25;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;17,402344;158;-896;-832;863;18,9899;No alert, no SPI, aircraft airbone;
03:44:08:281;13448;41,45144467;2,34690406;3809,94175269641;14,433594;50,657959;7621;125;ACC9D0;FDX6272;1013,2;N/A;N/A;N/A;N/A;N/A;-161,015625;312;-3040;-2720;3606;195,7928;No alert, no SPI, aircraft airbone;
03:44:09:992;13450;41,22352354;2,05545574;388,623960538767;5,089844;204,510498;0614;12,75;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;17,402344;157;-960;-896;863;19,1052;No alert, no SPI, aircraft airbone;
03:44:12:281;13452;41,44394904;2,34412741;3756,60108675621;14,054688;51,767578;7621;123,25;ACC9D0;FDX6272;1013,2;N/A;N/A;N/A;N/A;N/A;-161,191406;310;-2784;-2688;3606;195,661;No alert, no SPI, aircraft airbone;
03:44:13:977;13454;41,22636274;2,05675696;365,7636207873;4,910156;204,708252;0614;12;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;17,402344;157;-768;-832;863;19,2206;No alert, no SPI, aircraft airbone;
03:44:16:289;13456;41,43651513;2,34135450;3703,26054624561;13,683594;52,926636;7621;121,5;ACC9D0;FDX6272;1013,2;N/A;N/A;N/A;N/A;N/A;-161,367188;314;-2784;-2816;3606;195,6995;No alert, no SPI, aircraft airbone;
03:44:17:984;13458;41,22913747;2,05804884;350,523305168375;4,734375;204,906006;0614;11,5;34664E;BCS8030;1016,9;0,176;19,160;158;0,094;156;17,402344;154;-736;-768;863;19,1162;No alert, no SPI, aircraft airbone;
03:44:20:305;13460;41,42904738;2,33857806;3642,30010429397;13,316406;54,157104;7621;119,5;ACC9D0;FDX6272;1013,2;-0,352;-164,355;416;-0,031;378;-161,542969;315;-2880;-2912;3606;195,7324;No alert, no SPI, aircraft airbone;
03:44:21:984;13462;41,23186407;2,05927659;335,283003185876;4,5625;205,136719;0614;11;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;17,226562;150;-928;-864;863;19,3744;No alert, no SPI, aircraft airbone;
03:44:24:320;13464;41,42156768;2,33574573;3581,33980356995;12,953125;55,453491;7621;117,5;ACC9D0;FDX6272;1013,2;N/A;N/A;N/A;N/A;N/A;-161,542969;316;-3104;-2944;3606;195,6006;No alert, no SPI, aircraft airbone;
03:44:25:984;13466;41,23451408;2,06052108;320,042728572153;4,394531;205,350952;0614;10,5;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;17,226562;146;-896;-800;863;19,1602;No alert, no SPI, aircraft airbone;
03:44:28:336;13468;41,41415322;2,33296978;3527,99959065393;12,601562;56,815796;7621;115,75;ACC9D0;FDX6272;1013,2;N/A;N/A;N/A;N/A;N/A;-161,542969;317;-2912;-2848;3606;195,639;No alert, no SPI, aircraft airbone;
03:44:29:992;13470;41,23710380;2,06172845;297,182471079752;4,230469;205,581665;0614;9,75;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;17,402344;142;-672;-800;863;19,1766;No alert, no SPI, aircraft airbone;
03:44:32:359;13472;41,40673504;2,33022457;3467,03946300223;12,257812;58,260498;7621;113,75;ACC9D0;FDX6272;1013,2;N/A;N/A;N/A;N/A;N/A;-161,542969;317;-2688;-2560;3606;195,6775;No alert, no SPI, aircraft airbone;
03:44:33:992;13474;41,23963430;2,06291122;281,942231207155;4,070312;205,823364;0614;9,25;34664E;BCS8030;1016,9;0,527;19,336;144;-0,031;142;17,578125;139;-896;-800;863;19,1931;No alert, no SPI, aircraft airbone;
03:44:36:375;13476;41,39930562;2,32744845;3421,31945927814;11,921875;59,787598;7621;112,25;ACC9D0;FDX6272;1013,2;0,176;-164,355;414;0;374;-161,71875;316;-2592;-2272;3606;195,5457;No alert, no SPI, aircraft airbone;
03:44:38:000;13478;41,24211129;2,06404652;266,702004874125;3,914062;206,092529;0614;8,75;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;17,578125;135;-832;-768;863;19,2096;No alert, no SPI, aircraft airbone;
03:44:40:391;13480;41,39190116;2,32472903;3375,59953198023;11,597656;61,402588;7621;110,75;ACC9D0;FDX6272;1013,2;N/A;N/A;N/A;N/A;N/A;-162,246094;315;-2112;-2016;3606;195,7874;No alert, no SPI, aircraft airbone;
03:44:42:000;13482;41,24452045;2,06517356;251,461797597818;3,761719;206,361694;0614;8,25;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;17,578125;132;-768;-736;863;19,2261;No alert, no SPI, aircraft airbone;
03:44:44:414;13484;41,38456944;2,32199900;3337,49973263405;11,285156;63,088989;7621;109,5;ACC9D0;FDX6272;1013,2;N/A;N/A;N/A;N/A;N/A;-162,773438;314;-1984;-1728;3606;195,7324;No alert, no SPI, aircraft airbone;
03:44:46:008;13486;41,24687239;2,06626380;236,221604039893;3,613281;206,652832;0614;7,75;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;17,578125;130;-576;-736;863;19,1052;No alert, no SPI, aircraft airbone;
03:44:48:438;13488;41,37728735;2,31927762;3299,40004136134;10,984375;64,857788;7621;108,25;ACC9D0;FDX6272;1013,2;N/A;N/A;N/A;N/A;N/A;-163,125;313;-2080;-1632;3606;195,8093;No alert, no SPI, aircraft airbone;
03:44:50:016;13490;41,24916644;2,06731956;220,981423889287;3,46875;206,965942;0614;7,25;34664E;BCS8030;1016,9;0,176;18,984;132;-0,125;130;17,578125;128;-608;-704;863;19,1217;No alert, no SPI, aircraft airbone;
03:44:52:461;13492;41,37005402;2,31653393;3268,92047463357;10,695312;66,708984;7621;107,25;ACC9D0;FDX6272;1013,2;0;-164,355;402;0;364;-163,125;310;-1664;-1664;3606;195,7654;No alert, no SPI, aircraft airbone;
03:44:54:023;13494;41,25145990;2,06838252;205,741253818385;3,324219;207,301025;0614;6,75;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;17,578125;126;-704;-704;863;18,8525;No alert, no SPI, aircraft airbone;
03:44:56:477;13496;41,36291693;2,31383908;3238,44099385198;10,421875;68,637085;7621;106,25;ACC9D0;FDX6272;1013,2;N/A;N/A;N/A;N/A;N/A;-162,949219;304;-1184;-1024;3606;195,7214;No alert, no SPI, aircraft airbone;
03:44:58:023;13498;41,25376518;2,06942744;198,121090035886;3,179688;207,685547;0614;6,5;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;17,753906;125;-672;-704;863;18,7152;No alert, no SPI, aircraft airbone;
03:45:00:500;13500;41,35596798;2,31129210;3223,20154872071;10,171875;70,620117;7621;105,75;ACC9D0;FDX6272;1013,2;N/A;N/A;N/A;N/A;N/A;-163,125;297;-768;-640;3606;195,7983;No alert, no SPI, aircraft airbone;
03:45:02:031;13502;41,25595452;2,07039531;182,88094108738;3,042969;208,103027;0614;6;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;17,578125;125;-576;-672;863;18,4296;No alert, no SPI, aircraft airbone;
03:45:04:523;13505;41,34917110;2,30875559;3207,96220972668;9,9375;72,652588;7621;105,25;ACC9D0;FDX6272;1013,2;N/A;N/A;N/A;N/A;N/A;-163,125;289;-480;-448;3606;195,7324;No alert, no SPI, aircraft airbone;
03:45:06:039;13506;41,25815511;2,07134429;167,64079806488;2,90625;208,580933;0614;5,5;34664E;BCS8030;1016,9;0;18,457;126;0;126;17,402344;124;-704;-704;863;18,5779;No alert, no SPI, aircraft airbone;
03:45:08:547;13509;41,34253050;2,30630276;3200,34292796627;9,722656;74,734497;7621;105;ACC9D0;FDX6272;1013,2;-0,352;-164,531;366;-0,062;330;-162,949219;281;-512;-448;3606;195,5127;No alert, no SPI, aircraft airbone;
03:45:10:047;13510;41,26034705;2,07232439;152,400667415;2,769531;209,075317;0614;5;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;17,402344;124;-640;-640;863;18,2867;No alert, no SPI, aircraft airbone;
03:45:12:570;13513;41,33610502;2,30393251;3192,72370352782;9,527344;76,838379;7621;104,75;ACC9D0;FDX6272;1013,2;N/A;N/A;N/A;N/A;N/A;-163,125;273;-352;-384;3606;195,5896;No alert, no SPI, aircraft airbone;
03:45:14:055;13514;41,26255004;2,07328934;137,160543189384;2,632812;209,641113;0614;4,5;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;17,402344;124;-832;-672;863;18,2867;No alert, no SPI, aircraft airbone;
03:45:16:602;13517;41,32980226;2,30159038;3185,1045528315;9,347656;78,986206;7621;104,5;ACC9D0;FDX6272;1013,2;N/A;N/A;N/A;N/A;N/A;-163,125;265;-448;-288;3606;195,4688;No alert, no SPI, aircraft airbone;
03:45:18:055;13518;41,26469371;2,07423461;129,540431306697;2,5;210,245361;0614;4,25;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;17,578125;125;-704;-672;863;18,7207;No alert, no SPI, aircraft airbone;
03:45:20:625;13521;41,32368739;2,29933535;3185,10544163175;9,1875;81,150513;7621;104,5;ACC9D0;FDX6272;1013,2;N/A;N/A;N/A;N/A;N/A;-162,949219;258;-288;-256;3606;195,3424;No alert, no SPI, aircraft airbone;
03:45:22:063;13522;41,26689002;2,07524112;114,300328225829;2,363281;210,899048;0614;3,75;34664E;BCS8030;1016,9;0,703;18,809;124;-0,031;126;17,578125;124;-672;-672;863;18,8745;No alert, no SPI, aircraft airbone;
03:45:24:648;13525;41,31773956;2,29721654;3177,48633553088;9,046875;83,331299;7621;104,25;ACC9D0;FDX6272;1013,2;-0,352;-164,707;332;-0,031;294;-162,949219;251;-128;-320;3606;195,3754;No alert, no SPI, aircraft airbone;
03:45:26:078;13526;41,26908845;2,07625819;99,0602343026549;2,226562;211,624146;0614;3,25;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;18,28125;124;-736;-640;863;19,4623;No alert, no SPI, aircraft airbone;
03:45:28:680;13529;41,31190593;2,29505560;3169,8673262354;8,917969;85,534058;7621;104;ACC9D0;FDX6272;1013,2;N/A;N/A;N/A;N/A;N/A;-162,597656;245;-416;-384;3606;195,3589;No alert, no SPI, aircraft airbone;
03:45:30:094;13530;41,27122841;2,07725358;83,8201514212415;2,09375;212,415161;0614;2,75;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;17,402344;126;-640;-640;863;19,6216;No alert, no SPI, aircraft airbone;
03:45:32:703;13533;41,30621874;2,29294441;3162,24835905153;8,804688;87,74231;7621;103,75;ACC9D0;FDX6272;1013,2;N/A;N/A;N/A;N/A;N/A;-162,246094;239;-480;-384;3606;195,3479;No alert, no SPI, aircraft airbone;
03:45:34:102;13534;41,27331182;2,07822697;76,2000787323341;1,964844;213,283081;0614;2,5;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;16,347656;126;-544;-544;863;18,2812;No alert, no SPI, aircraft airbone;
03:45:36:734;13537;41,30064292;2,29098207;3154,62937590666;8,710938;89,961548;7621;103,5;ACC9D0;FDX6272;1013,2;N/A;N/A;N/A;N/A;N/A;-162,246094;234;-416;-448;3606;195,3314;No alert, no SPI, aircraft airbone;
03:45:38:117;13538;41,27543458;2,07914244;60,9600075054914;1,835938;214,381714;0614;2;34664E;BCS8030;1016,9;0,879;18,633;120;0,375;128;17,050781;127;-608;-608;863;18,4296;No alert, no SPI, aircraft airbone;
03:45:40:758;13541;41,29521084;2,28893198;3139,39050004724;8,625;92,1698;7621;103;ACC9D0;FDX6272;1013,2;0,176;-164,531;304;0,094;268;-162,070312;229;-672;-800;3606;195,5017;No alert, no SPI, aircraft airbone;
03:45:42:133;13542;41,27755419;2,08009541;53,3399470681325;1,707031;215,595703;0614;1,75;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;17,226562;128;-512;-544;863;19,4897;No alert, no SPI, aircraft airbone;
03:45:44:781;13545;41,28990336;2,28696426;3124,15163574275;8,554688;94,367065;7621;102,5;ACC9D0;FDX6272;1013,2;N/A;N/A;N/A;N/A;N/A;-161,894531;225;-1312;-1440;3606;195,705;No alert, no SPI, aircraft airbone;
03:45:46:141;13546;41,27965973;2,08110542;38,0998987676576;1,578125;216,914062;0614;1,25;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;16,875;128;-768;-672;863;19,3579;No alert, no SPI, aircraft airbone;
03:45:48:805;13549;41,28464677;2,28504669;3086,05279919133;8,496094;96,575317;7621;101,25;ACC9D0;FDX6272;1013,2;N/A;N/A;N/A;N/A;N/A;-161,71875;225;-1952;-2112;3606;195,7269;No alert, no SPI, aircraft airbone;
03:45:50:164;13550;41,28172111;2,08208669;22,8598583955318;1,453125;218,441162;0614;0,75;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;16,699219;127;-736;-640;863;19,0558;No alert, no SPI, aircraft airbone;
03:45:52:836;13553;41,27946256;2,28306015;3040,3340494791;8,445312;98,783569;7621;99,75;ACC9D0;FDX6272;1013,2;N/A;N/A;N/A;N/A;N/A;-161,894531;226;-2368;-2560;3606;195,8368;No alert, no SPI, aircraft airbone;
03:45:54:180;13554;41,28370027;2,08297222;15,2398234484717;1,335938;220,259399;0614;0,5;34664E;BCS8030;1016,9;-1,055;18,984;116;-0,281;124;16,347656;124;-416;-512;863;19,2151;No alert, no SPI, aircraft airbone;
03:45:56:859;13557;41,27426412;2,28116601;2986,99530619755;8,410156;101,013794;7621;98;ACC9D0;FDX6272;1013,2;-0,352;-164,180;294;0,094;266;-162,070312;228;-2720;-2624;3606;195,8368;No alert, no SPI, aircraft airbone;
03:45:58:211;13558;41,28575117;2,08393481;7,61979696340859;1,214844;222,440186;0614;0,25;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;15,996094;126;-448;-544;863;19,2151;No alert, no SPI, aircraft airbone;
03:46:00:883;13561;41,26904988;2,27916045;2933,6566740023;8,382812;103,271484;7621;96,25;ACC9D0;FDX6272;1013,2;N/A;N/A;N/A;N/A;N/A;-162,421875;231;-2496;-2432;3606;195,9137;No alert, no SPI, aircraft airbone;
03:46:02:242;13562;41,28777907;2,08487363;-0,000222678296267986;1,097656;225,087891;0614;-0,25;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;16,875;123;-576;-672;863;19,0558;No alert, no SPI, aircraft airbone;
03:46:04:914;13565;41,26377154;2,27710866;2880,31812344771;8,367188;105,567627;7621;94,5;ACC9D0;FDX6272;1013,2;N/A;N/A;N/A;N/A;N/A;-162,773438;232;-2400;-2464;3606;195,8643;No alert, no SPI, aircraft airbone;
03:46:06:273;13566;41,28980520;2,08578362;-0,000236394815146923;0,984375;228,405762;0614;-0,75;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;16,699219;122;-672;-384;863;19,0558;No alert, no SPI, aircraft airbone;
03:46:08:938;13569;41,25846365;2,27508657;2834,59961545561;8,367188;107,874756;7621;93;ACC9D0;FDX6272;1013,2;N/A;N/A;N/A;N/A;N/A;-162,949219;234;-2400;-2336;3606;195,8093;No alert, no SPI, aircraft airbone;
03:46:10:328;13570;41,29188029;2,08675955;-0,000240929424762726;0,871094;232,602539;0614;-1;34664E;BCS8030;1016,9;0,703;18,984;114;-0,281;118;17,402344;119;352;-96;863;18,9075;No alert, no SPI, aircraft airbone;
03:46:12:969;13573;41,25313950;2,27311546;2788,88113989402;8,382812;110,176392;7621;91,5;ACC9D0;FDX6272;1013,2;-0,703;-164,355;298;-0,031;272;-163,125;237;-2176;-2240;3606;195,7599;No alert, no SPI, aircraft airbone;
03:46:14:383;13574;41,29387064;2,08765793;-0,000239808112382889;0,769531;237,832031;0614;-1;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;18,105469;112;-384;0;863;18,7756;No alert, no SPI, aircraft airbone;
03:46:17:000;13577;41,24777878;2,27109040;2743,16275116801;8,410156;112,483521;7621;90;ACC9D0;FDX6272;1013,2;N/A;N/A;N/A;N/A;N/A;-162,949219;239;-1920;-2176;3606;195,5237;No alert, no SPI, aircraft airbone;
03:46:18:453;13578;41,29557366;2,08846600;-0,000231729820370674;0,6875;243,424072;0614;-1;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;17,929688;96;256;-64;863;19,0228;No alert, no SPI, aircraft airbone;
03:46:21:023;13581;41,24243805;2,26913737;2697,44438229315;8,453125;114,752197;7621;88,5;ACC9D0;FDX6272;1013,2;N/A;N/A;N/A;N/A;N/A;-163,125;241;-2144;-2176;3606;195,5731;No alert, no SPI, aircraft airbone;
03:46:22:516;13583;41,29704287;2,08921432;-0,000218885019421577;0,621094;249,307251;0614;-1;34664E;BCS8030;1016,9;N/A;N/A;N/A;N/A;N/A;17,929688;85;-32;-32;863;18,8855;No alert, no SPI, aircraft airbone;
03:46:25:047;13585;41,23710164;2,26715934;2651,72608159762;8,507812;116,993408;7621;87;ACC9D0;FDX6272;1013,2;N/A;N/A;N/A;N/A;N/A;-163,125;239;-2208;-2208;3606;195,6226;No alert, no SPI, aircraft airbone;
03:46:29:094;13589;41,23177997;2,26516967;2606,00784066319;8,574219;119,196167;7621;85,5;ACC9D0;FDX6272;1013,2;-0,527;-164,531;294;0,031;274;-163,125;240;-2144;-2272;3606;195,5402;No alert, no SPI, aircraft airbone;
03:46:33:102;13593;41,22652975;2,26322352;2560,28962360509;8,652344;121,327515;7621;84;ACC9D0;FDX6272;1013,2;N/A;N/A;N/A;N/A;N/A;-163,300781;242;-2336;-2272;3606;195,6445;No alert, no SPI, aircraft airbone;
03:46:37:125;13597;41,22130155;2,26129993;2514,57144725043;8,742188;123,403931;7621;82,5;ACC9D0;FDX6272;1013,2;N/A;N/A;N/A;N/A;N/A;-163,476562;244;-2048;-2240;3606;195,5127;No alert, no SPI, aircraft airbone;
03:46:41:148;13601;41,21609395;2,25941208;2468,85330558661;8,84375;125,419922;7621;81;ACC9D0;FDX6272;1013,2;N/A;N/A;N/A;N/A;N/A;-163,476562;244;-2112;-2208;3606;195,4248;No alert, no SPI, aircraft airbone;
03:46:45:172;13605;41,21090588;2,25757500;2423,13519204594;8,957031;127,369995;7621;79,5;ACC9D0;FDX6272;1013,2;-0,527;-164,531;288;-0,062;274;-163,476562;243;-2240;-2112;3606;195,5347;No alert, no SPI, aircraft airbone;
03:46:49:195;13609;41,20579783;2,25564702;2377,41715498455;9,074219;129,259644;7621;78;ACC9D0;FDX6272;1013,2;N/A;N/A;N/A;N/A;N/A;-163,300781;240;-2176;-2144;3606;195,4468;No alert, no SPI, aircraft airbone;
03:46:53:219;13613;41,20073217;2,25381435;2339,31911869999;9,203125;131,066895;7621;76,75;ACC9D0;FDX6272;1013,2;N/A;N/A;N/A;N/A;N/A;-162,773438;240;-2208;-2144;3606;195,3589;No alert, no SPI, aircraft airbone;
03:46:57:234;13617;41,19573064;2,25192602;2293,60114208888;9,335938;132,813721;7621;75,25;ACC9D0;FDX6272;1013,2;N/A;N/A;N/A;N/A;N/A;-162,597656;238;-2176;-2240;3606;195,271;No alert, no SPI, aircraft airbone;
03:47:01:258;13621;41,19072738;2,25013723;2247,88317389414;9,480469;134,489136;7621;73,75;ACC9D0;FDX6272;1013,2;-0,352;-164,707;278;-0,031;266;-162,597656;237;-2240;-2304;3606;195,3809;No alert, no SPI, aircraft airbone;
03:47:05:273;13625;41,18572190;2,24835832;2194,54525314178;9,632812;136,109619;7621;72;ACC9D0;FDX6272;1013,2;N/A;N/A;N/A;N/A;N/A;-162,421875;237;-2304;-2272;3606;195,4358;No alert, no SPI, aircraft airbone;
03:47:09:297;13629;41,18078713;2,24652911;2156,44738405664;9,789062;137,669678;7621;70,75;ACC9D0;FDX6272;1013,2;N/A;N/A;N/A;N/A;N/A;-162,070312;235;-2048;-1952;3606;195,2875;No alert, no SPI, aircraft airbone;
03:47:13:313;13633;41,17587000;2,24475220;2118,34953751788;9,953125;139,163818;7621;69,5;ACC9D0;FDX6272;1013,2;N/A;N/A;N/A;N/A;N/A;-162,070312;233;-1600;-1664;3606;195,4523;No alert, no SPI, aircraft airbone;
03:47:17:344;13637;41,17102208;2,24297654;2087,87171829119;10,121094;140,592041;7621;68,5;ACC9D0;FDX6272;1017,4;-0,352;-164,531;270;0,125;256;-162,070312;231;-1472;-1440;3606;195,3644;No alert, no SPI, aircraft airbone;
